name,tax_id,irs_name,street_address,city,state,zip,affiliation,website,advertises_apr,facebook,twitter,youtube,instagram,tiktok,donor_website,other_names
NEW HOPE PREGNANCY RESOURCE CENTER - SHOW LOW,93-4134617,New Hope Pregnancy Resource Centers,"2500 East Cooley St, Suite 408",Show Low,AZ,85901,,https://newhopepregnancycenters.org/ Yes,,https://www.facebook.com/LivingHopeCentersAZ,,,,,https://newhope.team/,Living Hope Centers
NEW LIFE PREGNANCY CENTER - SHOW LOW,86-1159311,New Life Pregnancy Center,700 North Central Ave,Show Low,AZ,85901,Arizona Baptist Children's Services,https://newlifepregnancy.com/ No,,https://www.facebook.com/hntltppcsA:/Z/x.com/nlpcAZ,,https://www.instagram.com/nlpcAZ/,,,,
CARE NET PREGNANCY CENTER OF COCHISE COUNTY,86-0532060,Care Net Pregnancy Center of Cochise County,1197 East Fry Blvd,Sierra Vista,AZ,85635,Care Net,https://carenetsv.com/ No,,https://www.facebook.com/Care,NetCochiseCounty,,,,,
NEW HOPE PREGNANCY RESOURCE CENTER - SPRINGERVILLE,93-4134617,New Hope Pregnancy Resource Centers,109 North C St,Springerville,AZ,85938,,https://newhopepregnancycenters.org/ Yes,,https://www.facebook.com/LivingHopeCentersAZ,,,,,https://newhope.team/,Living Hope Centers
CHOICES PREGNANCY CENTER - TEMPE MOBILE,86-0536082,Choices Pregnancy Centers of Greater Phoenix Inc,1034 South Mill Ave,Tempe,AZ,85281,Heartbeat International,http://choicesaz.com/ Yes,,https://www.facebook.com/hcthtposic:/e/tswaiztt/er.com/Chohitctpess:A//Zwww.youtube.com/user/ABCSministries,,,,,,
AID TO WOMEN CENTER- APACHE,86-0528953,Aid to Women Center,1328 East Apache Blvd,Tempe,AZ,85281,Heartbeat International,http://aidtowomencenter.org/ Yes,,https://www.facebook.com/aidtowomencenter/,,,,,,
NEW LIFE PREGNANCY CENTER - TEMPE,86-1159311,New Life Pregnancy Center,1001 East Southern Ave,Tempe,AZ,85282,Arizona Baptist Children's Services,http://www.newlifepregnancy.com No,,https://www.facebook.com/hntltppcsA:/Z/t/witter.com/Chohitctpess:A//Zwww.youtube.comht/tupsse:/r//wAwBwC.Sinmsitnaigsrtarimes.com/ABCSministries/,,,,,,
HOPE WOMEN'S CENTER - SOUTH PHOENIX,86-0668354,Hope Women's Center Inc.,"8363 West Van Buren, Suite D-4",Tolleson,AZ,85353,,https://hopewomenscenter.org/ No,,https://www.facebook.com/hopewomenscenterphoenix,,https://www.instagram.com/hopewomenscenter/,,,,
NEW LIFE PREGNANCY CENTER - TUCSON,86-1159311,New Life Pregnancy Center,1779 North Alvernon Way,Tucson,AZ,85712,Arizona Baptist Children's Services,http://www.newlifepregnancy.com No,,https://www.facebook.com/hntltppcsA:/Z/t/witter.com/Chohitctpess:A//Zwww.youtube.comht/tupsse:/r//wAwBwC.Sinmsitnaigsrtarimes.com/ABCSministries/,,,,,,
HANDS OF HOPE TUCSON,94-2750922,Hands of Hope Tucson,"5240 East Knight Dr, Suite 122",Tucson,AZ,85719,Heartbeat International,https://www.handsofhopetucson.com/ Yes,,https://www.facebook.com/HandsofHopeClinic,,https://www.instagram.com/handsofhopetucson,,,,Hands of Hope Clinic
REACHOUT WOMEN'S CENTER,86-6086733,Reachout Inc.,2648 North Campbell Ave,Tucson,AZ,85719,Heartbeat International,http://reachoutwomenscenter.com/ No,,https://www.facebook.com/hRttepasc:/h/towuittWtero.mcoemn/si/Cfleohnwttt/eplors/g:/i/nw?wrewd.iyreocutt_uabfete.cr_olmog/uins=e%r/R2eFarecahcohuotWutowmomenesnCenter,,,,,,
NEW HOPE PREGNANCY RESOURCE CENTER - WHITERIVER,93-4134617,New Hope Pregnancy Resource Centers,1107 South Maverick Ave,Whiteriver,AZ,85941,,https://newhopepregnancycenters.org/ Yes,,https://www.facebook.com/LivingHopeCentersAZ,,,,,https://newhope.team/,Living Hope Centers
NEW LIFE PREGNANCY CENTER - YUMA,86-1159311,New Life Pregnancy Center,1545 South Ave C,Yuma,AZ,85364,Arizona Baptist Children's Services,http://www.newlifepregnancy.com No,,https://www.facebook.com/hntltppcsA:/Z/t/witter.com/Chohitctpess:A//Zwww.youtube.comht/tupsse:/r//wAwBwC.Sinmsitnaigsrtarimes.com/ABCSministries/,,,,,,
PREGNANCY RESOURCE CENTER FOR SOUTHWEST ARKANSAS,36-4717745,Pregnancy Resource Center for Southwest Arkansas,702 Carpenter St,Arkadelphia,AR,71923,Heartbeat International,http://www.arkadelphiapregnancy.com/ No,,https://www.facebook.com/PregnancyResourceCenterForSouthwestArkahnttspass://www.instagram.com/pregnancyresourcear/,,,,,,
ALPHA CENTER,71-0561196,The Alpha Center,194 West Main St,Batesville,AR,72501,"Care Net, Heartbeat International",https://alphacenterbatesville.org/ Yes,,https://www.facebook.com/mychoiceclinic,,https://www.instaghrtatpms.:c//owmw/wal.ptihkatocke.nctoemrb/@ateaslpvhillaec/enterbatesville,,,,
OPTIONS PREGNANCY CENTER - BEEBE,71-0850660,Cabot Crisis Pregnancy Center,400 West Center St,Beebe,AR,72012,Heartbeat International,http://www.optionspc.org/ Yes,,,,https://www.instagram.com/opc4you/https://www.opcdonor.org/,,,,
NEW BEGINNINGS PREGNANCY CENTER,87-3828228,New Beginnings Pregnancy Center Saline County,120 South Conrad St,Benton,AR,72015,Heartbeat International,http://www.nbpregnancy.com/ Yes,,https://www.facebook.com/NewBeginningsPregnancyCenterBentonAR/https://www.instagram.com/newbeginningssalineco/,,,,,,
ACTS OF HOPE PREGNANCY CARE CENTER,46-2734498,Acts of Hope,525 North 10th St,Blytheville,AR,72315,Heartbeat International,http://www.actsofhopeprc.com/ Yes,,https://www.facebook.com/actsofhope/,,https://www.instagram.com/actsofhopeprc/,,,,
OPTIONS PREGNANCY CENTER - CABOT,71-0850660,Cabot Crisis Pregnancy Center,401 South 2nd St,Cabot,AR,72023,Heartbeat International,http://www.optionspc.org/ Yes,,,,https://www.instagram.com/opc4you/https://www.opcdonor.org/,,,,
THE HANNAH CENTER - CAMDEN,71-0828606,South Arkansas Caring Pregnancy Center,126 East Washington St,Camden,AR,71701,Heartbeat International,https://thehannahcenter.com/ Yes,,https://www.facebook.com/HannahPRC/,,https://www.instagram.com/the.hannah.center/,,,,
CLARKSVILLE PREGNANCY HELP CLINIC,58-1647586,Pregnancy Help Clinic,102 North Johnson St,Clarksville,AR,72830,Heartbeat International,https://clarksvillephc.org/ Yes,,https://www.facebook.com/ClarksvillePregnancyHelpClinic/,,,,,,
LIFE CHOICES,71-0591771,Life Choices / Conway Pregnancy Problem Center,1330 South Donaghey Ave,Conway,AR,72034,Care Net,https://www.lifechoicesinc.org/ Yes,,https://www.facebook.com/lifechoicesar/,,,,,,
LIFE CHOICES,16-1646572,Life Choices Pregnancy Care Center,111 Pine St,Crossett,AR,71635,Heartbeat International,https://www.lifechoicesar.com/ No,,,,,,,,
THE HANNAH CENTER - EL DORADO,71-0828606,South Arkansas Caring Pregnancy Center,"101 West Main St, Suite 200",El Dorado,AR,71730,Heartbeat International,https://thehannahcenter.com/ Yes,,https://www.facebook.com/HannahPRC/,,https://www.instagram.com/the.hannah.center/,,,,
LOVING CHOICES PREGNANCY CENTERS - FAYETTEVILLE,58-1813130,Loving Choices Pregnancy Centers of Nwa,"275 South Duncan Ave, Suite B",Fayetteville,AR,72701,Heartbeat International,http://www.lovingchoices.org/ No,,https://www.facebook.com/lovingchoices,https://www.instagram.com/lovingchoicesnwa/,,,,,
HEART TO HEART PREGNANCY & FAMILY CARE CENTER,71-0696728,Heart To Heart Pregnancy Support Center,417 South 16th St,Fort Smith,AR,72901,Heartbeat International,https://hearttoheartpfcc.org/ Yes,,https://www.facebook.com/Heart2HeartPFCC,,https://www.instagram.com/heart2heartpfcc/,,,,
1ST CHOICE PREGNANCY MEDICAL CENTER,58-1899081,1st Choice Pregnancy Medical Center,4622 Grand Ave,Fort Smith,AR,72904,"Care Net, Heartbeat International",https://www.1stchoicefortsmith.com/ Yes,,https://www.facebook.com/1stChoicePregnancy,,https://www.instagram.com/1stchoicefhotrttpssm:/i/twh/ww.1stchoicefortsmith.com/support,,,,
INFORMED CHOICES WOMEN'S CENTER - HARRISON,20-4760276,Informed Choices Women's Center of the Ozarks,715 West Sherman,Harrison,AR,72601,"Care Net, Heartbeat International",https://informedchoiceswomenscenter.org/ No,,www.facebook.com/informedchoiceswomenscenter.org/,,,,,,
NEW BEGINNINGS PREGNANCY HELP CENTER,71-0830500,New Beginnings Pregnancy Help Center,1438 Hwy 62/412,Highland,AR,72512,Care Net,http://pregnantnowwhat.org/ Yes,,https://www.facebook.com/NewBeginningsHelpCenter/?,,,,,https://friendsofnewbeginnings.com/,
CHANGE POINT PREGNANCY CARE AND PARENTING CENTER,85-1157814,Changepoint Pregnancy Care and Parenting Center,201 Nickels St,Hot Springs,AR,71913,Heartbeat International,http://changepointcenter.com/ No,,https://www.facebook.com/ChangePointPregnancyAndParentinCenter/,,,,,,
OPTIONS PREGNANCY CENTER - JACKSONVILLE,71-0850660,Cabot Crisis Pregnancy Center,1409 Madden Rd,Jacksonville,AR,72076,Heartbeat International,http://www.optionspc.org/ Yes,,,,https://www.instagram.com/opc4you/https://www.opcdonor.org/,,,,
OPTIONS ON MAIN - JONESBORO,71-0537808,Options On Main a Pregnancy Resource Center Inc.,527 West Washington Ave,Jonesboro,AR,72401,Care Net,https://www.optionsonmain.com/ Yes,,https://www.facebook.com/optionsonmain/,,https://www.instagram.com/optionsonmain/,,,,
BIRTHRIGHT OF ARKANSAS,71-0499939,Birthright of Greater Little Rock,804 North University Ave,Little Rock,AR,72205,Birthright International,https://www.birthrightarkansas.com/ No,,,,,,,,
CARING HEARTS PREGNANCY CENTER - LITTLE ROCK,58-1795647,Caring Hearts Pregnancy Center,1515 Aldersgate Dr,Little Rock,AR,72205,"Heartbeat International, AAPLOG",https://chpregnancy.org/ Yes,,https://www.facebook.com/hcthtppsre:/g/tnwaitntecry..coormg/caringheartspc,,https://www.instagram.com/caringheartspregnancycenter/,,,,
BETHANY CHRISTIAN SERVICES - LITTLE ROCK,,,"1100 North University Ave, Suite 137",Little Rock,AR,72207,Bethany Christian Services,https://bethany.org/locations/us/arkansas/little-rock No,,,,,,,,
ARKANSAS PREGNANCY RESOURCE CENTER,,,"2 Office Park Dr, Suite 101",Little Rock,AR,72211,Heartbeat International,http://www.pregnancylittlerock.com/ Yes,,https://www.facebook.com/arpregnancy/,,https://www.instagram.com/ARPregnancy/,,,,
THE HANNAH CENTER - MAGNOLIA,71-0828606,South Arkansas Caring Pregnancy Center,216 West Union St,Magnolia,AR,71753,Heartbeat International,https://thehannahcenter.com/ Yes,,https://www.facebook.com/HannahPRC/,,https://www.instagram.com/the.hannah.center/,,,,
FRESH START PREGNANCY RESOURCE CENTER,26-4519272,Fresh Start Pregnancy Resource Center,306 9th St,Mena,AR,71953,Care Net,No,,https://www.facebook.com/hfrtetpssh:s//ttawrittptercr.com/freshstartprc,,https://www.instagram.com/freshstartprc/,,,,
HOPE PLACE MONTICELLO,,,224 South Main St,Monticello,AR,71655,,http://www.hopeplacemonticello.com/ No,,https://www.facebook.com/HopePlaceMonticello,,https://www.instagram.com/hopeplacemonticello/,,,,
ABUNDANT LIFE PREGNANCY RESOURCE CENTER,56-2554623,Abundant Life Pregnancy Resource,1306 North Oak St,Morrillton,AR,72110,Heartbeat International,http://www.abundantlifeprc.org/ No,,https://www.facebook.com/ALPRC/?,,,,,,
INFORMED CHOICES WOMEN'S CENTER - MOUNTAIN HOME,20-4760276,Informed Choices Women's Center of the Ozarks,312 East 3rd St,Mountain Home,AR,72653,"Care Net, Heartbeat International",https://informedchoiceswomenscenter.org/ No,,https://www.facebook.com/informedchoiceswomenscenter.org/,,https://www.instagram.com/informed_choices_womens_center/,,,,
CARING HEARTS PREGNANCY CENTER - NORTH LITTLE ROCK,58-1795647,Caring Hearts Pregnancy Center,2003 Fendley Dr,North Little Rock,AR,72114,"Heartbeat International, AAPLOG",http://www.caringheartspregnancy.org/ Yes,,https://www.facebook.com/hcthtppsre:/g/tnwaitntecry..coormg/caringheartspc,,https://www.instagram.com/caringheartspregnancycenter/,,,,
OPTIONS ON MAIN - PARAGOULD,71-0537808,Options On Main a Pregnancy Resource Center Inc.,1001 Lindwood Dr,Paragould,AR,72450,Care Net,https://www.optionsonmain.com/ Yes,,https://www.facebook.com/optionsonmain/,,https://www.instagram.com/optionsonmain/,,,,
HOPE OF THE DELTA - PINE BLUFF,,,3905 South Hazel St,Pine Bluff,AR,71601,Care Net,https://hopeofthedelta.org/ No,,https://www.facebook.com/hopeofthedelta/,https://www.youtube.comht/tcphsa:/n/wnewl/wU.Cin-sst8azgfrbaVmY.cEo_ml_/dthsiXnkrfyJokut5mQaybepregnant/,,,,,
LOVING CHOICES PREGNANCY CENTERS - ROGERS,58-1813130,Loving Choices Pregnancy Centers of Nwa,"3610 West Southern Hills Blvd, Suite B",Rogers,AR,72756,Heartbeat International,http://www.lovingchoices.org/ No,,,,,,,,
CHOICECARE,58-2035622,Choices Pregnancy Resource Clinic,911 West B St,Russellville,AR,72801,"Care Net, NIFLA",http://www.choicesprc.org/ Yes,,,,,,,,
FRIENDS FOR LIFE PREGNANCY CENTER,71-0801323,Friends for Life Inc.,914 East Race Ave,Searcy,AR,72143,"Care Net, Heartbeat International",http://www.fflmedical.com/ No,,https://www.facebook.com/friendsforlifeprc/,,,,,,
CHOICES PREGNANCY SERVICES,71-0828524,New Beginnings Pregnancy Services,809 South Mount Olive St,Siloam Springs,AR,72761,Heartbeat International,http://www.choicespregnancynwa.com/ Yes,,,,,,,,
LOVING CHOICES PREGNANCY CENTERS - SPRINGDALE,58-1813130,Loving Choices Pregnancy Centers of Nwa,"804 South Pleasant St, Suite A",Springdale,AR,72764,Heartbeat International,https://lovingchoices.org/ No,,https://www.facebook.com/lovingchoices,,https://www.instagram.com/lovingchoicesnwa/,,,,
HOPE OF THE DELTA - STUTTGART,,,2009 North Buerkle St,Stuttgart,AR,72160,Care Net,https://hopeofthedelta.org/ No,,,,,,,,
HOPEPLACE WARREN,90-1040424,Hopeplace Warren,212 West Central St,Warren,AR,71671,Heartbeat International,https://www.hopeplacewarren.com/ No,,https://www.facebook.com/hopeplacewarren,,,,,,
OPTIONS ON MAIN - WEST MEMPHIS,71-0537808,Options On Main a Pregnancy Resource Center Inc.,308 South Rhodes St,West Memphis,AR,72301,Care Net,https://www.optionsonmain.com/ Yes,,https://www.facebook.com/optionsonmain/,,https://www.instagram.com/optionsonmain/,,,,
OBRIA MEDICAL CLINIC - PASADENA,33-0150193,Obria Medical Clinics,902-904 East Main St,Alhambra,CA,91801,Obria Medical Clinics,https://obria.org/los-angeles/clinic/pasadena-ca/ Yes,,,,,,,,
HORIZON PREGNANCY CLINIC - ANAHEIM MOBILE,75-3132920,Horizon Pregnancy Center,226 North Helena St,Anaheim,CA,92805,"Care Net, Heartbeat International",http://www.horizonpc.org/ No,,https://www.facebook.com/hhtotprisz:o//ntwpcitter.com/Horizonpc,,,,,,
CALAVERAS PREGNANCY CENTER,27-0096294,Calaveras Pregnancy Center,"575 Stanislaus Ave, Suite A",Angels Camp,CA,95222,Care Net,https://calaveraspregnancycenter.org/ No,,https://www.facebook.com/cdohope/,,,,,,
TREE OF LIFE PREGNANCY SUPPORT CENTER - ATASCADERO,77-0056612,Tree of Life Pregnancy Support Center,"7730 Morro Rd, Suite 106",Atascadero,CA,93422,Care Net,http://www.treeoflifepsc.com/ No,,https://www.facebook.com/treeoflifepsc,,https://www.instagram.com/treeoflifepregnancycarecenter/,,,,
BAKERSFIELD PREGNANCY CENTER -DOWNTOWN,77-0024688,Bakersfield Crisis Pregnancy Center,1801 18th St,Bakersfield,CA,93301,Care Net,http://www.wehelpyou.org/ Yes,,https://www.facebook.com/hbtatpkse:r/s/tfwieiltdteprr.ecgonma/nBcaykcPernetgeCrenter,,https://www.instagram.com/bakersfieldhpttrpesg:/n/bapnccpy/artners.org/,,,,
BAKERSFIELD PREGNANCY CENTER - STOCKDALE,77-0024688,Bakersfield Crisis Pregnancy Center,"9900 Stockdale Hwy, Suite 109",Bakersfield,CA,93311,Care Net,http://www.wehelpyou.org/ Yes,,https://www.facebook.com/hbtatpkse:r/s/tfwieiltdteprr.ecgonma/nBcaykcPernetgeCrenter,,https://www.instagram.com/bakersfieldhpttrpesg:/n/bapnccpy/artners.org/,,,,
BARSTOW PREGNANCY CENTER,33-1053609,Barstow Pregnancy Center,521 East Williams St,Barstow,CA,92311,,No,,https://www.facebook.com/BarstowPregnancyCenter/,,://www.instagram.com/barstowpregnancycenter,,,,
WOMEN'S RESOURCE CLINIC,68-0382716,Womens Resource Clinic,115 West 2nd Ave,Chico,CA,95926,Heartbeat International,https://www.womensresourceclinic.org/ No,,https://www.facebook.com/Womens-Resource-Clinic-134223569935367https://www.instagram.com/pregtestchico/,,,,,,
TRINITY PREGNANCY RESOURCE CENTER,26-2805962,Trinity Pregnancy Resource Center,305 Trinity Ave,Chowchilla,CA,93610,Care Net,https://www.trinitypregnancy.com/ No,,https://www.facebook.com/trinitypregnancy,,,,,,
REAL CHOICES CHULA VISTA,33-0451695,Silent Voices,"355 K St, Suite H",Chula Vista,CA,91911,Heartbeat International,https://realchoiceschulavista.com/ Yes,,https://www.facebook.com/realchoicescv/,,https://www.instagram.com/realchoicehstctpvs/?:/h/sl=ileenntvoices.org/,,,,
WOMEN'S PREGNANCY CARE CLINIC - COMPTON,95-4305452,Whittier Pregnancy Care Clinic,2817 North Wilmington Ave,Compton,CA,90222,Obria Medical Clinics,https://www.obriala.org/ Yes,,,,https://www.instagram.com/obria_la/,,,,Obria Medical Clinics
BIRTHRIGHT OF CONCORD,23-7331226,Birthright of Walnut Creek,3106 Clayton Rd,Concord,CA,94519,Birthright International,https://birthright.org/Concord/ No,,,,,,,,
ZOI,33-0899908,Corona Life Services,"623 North Main St, Suite D11",Corona,CA,92880,Heartbeat International,https://www.meetzoi.com/ No,,https://www.facebook.com/hctotprosn:/a/tlwifeitsteerr.vciocmes/CorhotntpasL:/if/ewSwvwc.youtube.comht/t@psC:/o/wrownwa.LinifsetSaegrrvaimce.csoZmO/Imeetzoi,,,,,,Zoi
PREGNANCY CARE CENTER OF CRESCENT CITY,68-0156701,Pcc Connection,110 West Washington Blvd,Crescent City,CA,95531,Heartbeat International,https://optionsforpregnancy.com/free-clinic/the-pregnancy-cYaerse-center-of-crescent-city/,,,,,,,,
MOUNTAIN PREGNANCY CENTER,47-2449697,Mountain Pregnancy Center,461 South Dart Canyon Rd,Crestline,CA,92325,Heartbeat International,http://mtnpregnancy.org/ Yes,,https://www.facebook.com/realized.hope,,,,,,
DAWNINGS PREGNANCY RESOURCE CENTER,27-3209573,Dawnings Pregnancy Resource Center of Dinuba,682 South 1st Ave,Dinuba,CA,93618,Heartbeat International,http://www.dawningsprc.com/ No,,https://www.facebook.com/Dawningsprc/,,,,,,
FOOTHILLS PREGNANCY RESOURCE CENTER,91-2148733,Crisis Pregnancy Center of Monrovia,"924 Buena Vista St, Suite 202",Duarte,CA,91010,"Heartbeat International, Save the Storks",http://www.foothillsprc.org/ Yes,,https://www.facebook.com/FoothillsPRC/,https://www.youtube.comht/tcphsa:/n/wnewl/wU.CinBstWagOravmJ7.5coqmJe/cfoiSoZthvil4lsrC_pErhe6gQna/fnecaytu/red,,,,,
REAL HOPE CENTER,26-3963434,Real Hope Center,"548 West Main St, Suite B",El Centro,CA,92243,Heartbeat International,http://www.elcentropregnancy.org/ Yes,,,,,,,,
BIRTH CHOICE EL CENTRO,,"Birth Choice of Imperial Valley, Inc.","1561 South 4th St, Suite B",El Centro,CA,92243,"The National Life Center, Inc.",https://birthchoice.net/el-centro-center No,,https://www.facebook.com/BirthChoiceImperialValley/,,,,,,
ALTERNATIVES MEDICAL CLINIC,33-0665548,Alternatives Medical Clinic,257 East 2nd Ave,Escondido,CA,92025,,https://amc-ca.com/ No,,https://www.facebook.com/alternativesmedicalclinic,,https://www.instagram.com/alternatives.ca/,,,,
COLFS MEDICAL CLINIC - ESCONDIDO,91-2169315,Culture Of Life Family Services,"362 West Mission Ave, Suite 105",Escondido,CA,92025,Heartbeat International,https://colfsclinic.org/ Yes,,https://www.facebook.com/colfs.sd/,,https://www.instagram.com/colfssd/,,,,
ALTERNATIVES PARENTING CENTER,33-0665548,Alternatives Medical Clinic,231 South Juniper St,Escondido,CA,92026,,https://amc-ca.com/ No,,https://www.facebook.com/alternativesmedicalclinic,,https://www.instagram.com/alternatives.ca/,,,,
J. ROPHE MEDICAL,,,1626 Myrtle Ave,Eureka,CA,95501,Care Net,https://www.jrophemedical.org/ No,,https://www.facebook.com/JRopheMedical,,,,,,
PREGNANCY CARE CENTER OF THE NORTH COAST,68-0310798,Pregnancy Care Center Of The North Coast,"721 7th St, Suite A",Eureka,CA,95501,Care Net,https://pcceureka.wordpress.com/ No,,https://www.facebook.com/people/Pregnancy-Care-Center-of-the-North-Coast/100064666482410/,,,,,,
HOPE CLINIC FOR WOMEN,20-3550588,Hope Clinic For Women,125 East Hawthorne St,Fallbrook,CA,92028,Heartbeat International,https://www.hopefallbrook.com/ Yes,,https://www.facebook.com/hhtotpmse:/o/tnwhitatewrt.hcoormn/eh/opefallbrook,,https://www.instagram.com/hopeclinicforwomen/,,,,
ASSURE PREGNANCY CLINIC,33-0482936,Alternate Aves Womens Resource Center,"17057 Foothill Blvd, Suite 204",Fontana,CA,92335,Heartbeat International,http://www.assurepregnancy.org/ Yes,,https://www.facebook.com/AssurePregnancyClinic/,,https://www.instagram.com/assure_life/,,,,
BETHANY CHRISTIAN SERVICES - FRESNO,,,"2610 West Shaw Ln, Suite 103",Fresno,CA,93711,Bethany Christian Services,https://bethany.org/locations/us/california/fresno No,,,,,,,,
PREGNANCY CARE CENTER - MAPLE,77-0027015,Central Valley Crisis Pregnancy,"7005 North Maple Ave, Suite 101B",Fresno,CA,93720,Care Net,http://pregnancycarecenter.com/ Yes,,https://www.facebook.com/pregnancycarecenterfresno/,,https://www.instagram.com/pregnancycarecenterfresno/,,,,
